version,nPorts,mem,alloc,outputPort,reserved0,protIds_01,protIds_02,protIds_03,protIds_04,portId_01,txPending_01,txBytes_01,txUsage_01,txPeakUsage_01,rxPending_01,rxBytes_01,rxUsage_01,rxPeakUsage_01,overrunErrs_01,msgs_01_01,msgs_01_02,msgs_01_03,msgs_01_04,reserved1_01,skipped_01,portId_02,txPending_02,txBytes_02,txUsage_02,txPeakUsage_02,rxPending_02,rxBytes_02,rxUsage_02,rxPeakUsage_02,overrunErrs_02,msgs_02_01,msgs_02_02,msgs_02_03,msgs_02_04,reserved1_02,skipped_02,portId_03,txPending_03,txBytes_03,txUsage_03,txPeakUsage_03,rxPending_03,rxBytes_03,rxUsage_03,rxPeakUsage_03,overrunErrs_03,msgs_03_01,msgs_03_02,msgs_03_03,msgs_03_04,reserved1_03,skipped_03,portId_04,txPending_04,txBytes_04,txUsage_04,txPeakUsage_04,rxPending_04,rxBytes_04,rxUsage_04,rxPeakUsage_04,overrunErrs_04,msgs_04_01,msgs_04_02,msgs_04_03,msgs_04_04,reserved1_04,skipped_04
0,4,0,0,4,0,0,1,5,6,256,0,6126,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1127838,0,0,0,1154303,4,5,0,5427,0,0,0,0,68,768,0,353476,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1142208,7,8,0,524242,4,4,0,1770,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6200,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1133222,0,0,0,1161604,3,5,0,5460,0,0,0,0,68,768,0,359612,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1149112,7,8,0,529394,3,4,0,1785,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6274,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1138850,0,0,0,1168027,4,5,0,5492,0,0,0,0,68,768,0,366058,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1155932,7,8,9,534931,3,4,0,1802,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6348,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1144378,0,0,0,1174595,3,5,0,5521,0,0,0,0,68,768,0,371860,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1162500,7,8,0,540550,3,4,0,1820,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6422,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1149906,0,0,0,1181128,3,5,0,5549,0,0,0,0,68,768,0,377738,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1168984,7,8,9,546087,4,4,0,1837,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6496,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1155594,0,0,0,1187999,4,5,0,5578,0,0,0,0,68,768,0,383864,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1175552,6,8,9,551615,4,4,0,1854,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6570,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1161122,0,0,0,1194132,4,5,0,5606,0,0,0,0,68,768,0,389692,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1182036,7,8,0,557294,3,4,0,1873,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6644,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1166418,0,0,0,1200825,4,5,0,5636,0,0,0,0,68,768,0,395704,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1188688,4,8,0,562822,5,5,0,1890,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6718,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1171802,0,0,0,1207770,4,5,0,5668,0,0,0,0,68,768,0,402276,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1195508,7,8,0,568206,4,5,0,1906,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6792,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1177610,0,0,0,1214232,4,5,0,5696,0,0,0,0,68,768,0,407982,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1201992,7,8,0,574014,3,5,0,1926,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6866,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1182994,0,0,0,1220650,3,5,0,5724,0,0,0,0,68,768,0,413888,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1208476,7,8,0,579398,3,5,0,1942,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,6940,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1188522,0,0,0,1227139,4,5,0,5753,0,0,0,0,68,768,0,420034,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1215044,7,8,0,584926,3,5,0,1959,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7014,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1193906,0,0,0,1233623,4,5,0,5781,0,0,0,0,68,768,0,425842,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1221528,7,8,0,590310,3,5,0,1975,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7088,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1199434,0,0,12,1240449,4,5,0,5813,0,0,0,0,68,768,0,432026,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1228348,7,8,9,595615,3,5,0,1991,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7162,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1205018,0,0,0,1247096,4,5,0,5843,0,0,0,0,68,768,0,438278,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1235000,7,8,0,600990,4,5,0,2007,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7236,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1210546,0,0,0,1253757,3,5,0,5873,0,0,0,0,68,768,0,444506,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1241652,7,8,0,606718,3,5,0,2026,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7310,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1216030,0,0,0,1260268,4,5,0,5901,0,0,0,0,68,768,0,450550,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1248136,7,8,13,612115,3,5,0,2042,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7384,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1221326,0,0,0,1266883,4,5,0,5931,0,0,0,0,68,768,0,456856,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1254788,7,8,0,617730,4,5,0,2060,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7458,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1226710,0,0,0,1273477,3,5,0,5959,0,0,0,0,68,768,0,462872,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1261272,7,8,0,623114,3,5,0,2076,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7532,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1232318,0,0,0,1280301,4,5,0,5989,0,0,0,0,68,768,0,468984,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1267924,7,8,0,628722,3,5,0,2094,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7606,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1237702,0,0,0,1286813,4,5,0,6018,0,0,0,0,68,768,0,475646,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1274492,7,8,0,634106,4,5,0,2110,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7680,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1243230,0,0,0,1293239,4,5,0,6048,0,0,0,0,68,768,0,482074,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1281144,7,8,0,639634,4,5,0,2127,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7754,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1248614,0,0,0,1299777,3,5,0,6076,0,0,0,0,68,768,0,488458,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1287628,7,8,0,645018,5,5,0,2143,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7828,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1254242,0,0,0,1306503,4,5,0,6107,0,0,0,0,68,768,0,495296,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1294364,4,8,0,650646,4,5,0,2161,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7902,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1259626,0,0,0,1312970,4,5,0,6135,0,0,0,0,68,768,0,501526,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1300848,6,8,0,656030,3,5,0,2177,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,7976,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1265154,0,0,0,1319935,4,5,0,6169,0,0,0,0,68,768,0,508420,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1307836,7,8,0,661326,3,5,0,2193,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8050,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1270306,0,0,0,1326631,4,5,0,6199,0,0,0,0,68,768,0,515400,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1314488,7,8,0,666710,4,5,0,2209,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8124,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1276082,0,0,0,1333434,4,5,0,6230,0,0,0,0,68,768,0,522164,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1321224,7,8,0,672486,4,5,0,2227,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8198,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1281510,0,0,0,1339884,4,5,0,6258,0,0,0,0,68,768,0,528856,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1327708,7,8,0,677914,3,5,0,2244,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8272,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1287038,0,0,0,1346887,4,5,0,6289,0,0,0,0,68,768,0,535740,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1334444,7,8,0,683442,4,5,0,2261,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8346,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1292422,0,0,0,1353152,4,5,0,6317,0,0,0,0,68,768,0,542448,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1340928,7,8,0,688826,4,5,0,2277,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8420,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1297718,0,0,0,1359866,3,5,0,6349,0,0,0,0,68,768,0,549124,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1347748,7,8,0,694122,4,5,0,2293,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8494,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1303246,0,0,0,1366532,4,5,0,6379,0,0,0,0,68,768,0,556664,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1354400,7,8,0,699650,3,5,0,2310,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8568,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1308630,0,0,0,1373319,4,5,0,6411,0,0,0,0,68,768,0,563356,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1361220,7,8,0,705034,4,5,0,2326,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8642,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1314158,0,0,0,1380009,4,5,0,6439,0,0,0,0,68,768,0,570160,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1367704,7,8,0,710562,4,5,0,2343,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8716,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1319786,0,0,0,1386709,3,5,0,6471,0,0,0,0,68,768,0,577220,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1374524,7,8,0,716190,4,5,0,2361,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8790,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1325374,0,0,0,1393284,3,5,0,6499,0,0,0,0,68,768,0,584000,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1381008,6,8,0,721778,4,5,0,2379,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8864,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1331002,0,0,0,1400410,4,5,0,6536,0,0,0,0,68,768,0,591484,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1388248,7,8,0,727406,3,5,0,2397,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,8938,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1336530,0,0,0,1406915,4,5,0,6565,0,0,0,0,68,768,0,598664,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1394816,7,8,0,732934,4,5,0,2414,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9012,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1341782,0,0,0,1413633,4,5,0,6596,0,0,0,0,68,768,0,605364,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1401552,6,8,0,738086,3,5,0,2429,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9086,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1347390,0,0,0,1420290,4,5,0,6624,0,0,0,0,68,768,0,612016,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1408036,7,8,0,743794,3,5,0,2448,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9160,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1352774,0,0,0,1426871,4,5,0,6655,0,0,0,0,68,768,0,618892,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1414772,7,8,0,749178,2,5,0,2464,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9234,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1358302,0,0,0,1433357,3,5,0,6683,0,0,0,0,68,768,0,625542,13,47,0,16,0,0,0,2,0,0,0,0,0,257,0,1421256,7,8,0,754706,4,5,0,2481,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9308,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1363686,0,0,0,1440181,3,5,0,6715,0,0,0,0,68,768,0,634966,13,47,0,136,0,0,0,10,0,0,0,0,0,257,0,1428076,7,8,0,760090,4,5,0,2497,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9382,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1369314,0,0,0,1446832,3,5,0,6745,0,0,0,0,68,768,0,647386,14,47,0,376,0,0,0,25,0,0,0,0,0,257,0,1434728,6,8,0,765718,3,5,0,2515,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9456,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1374698,0,0,0,1453881,3,5,0,6777,0,0,0,0,68,768,0,655118,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1441548,6,8,0,770870,3,5,0,2530,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9530,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1379994,0,0,0,1460127,3,5,0,6805,0,0,0,0,68,768,0,661734,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1448032,7,8,0,776398,4,5,0,2547,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9604,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1385578,0,0,0,1466959,4,5,0,6837,0,0,0,0,68,768,0,668986,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1454852,7,8,0,781982,4,5,0,2565,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9678,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1391306,0,0,0,1473554,3,5,0,6865,0,0,0,0,68,768,0,675860,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1461336,6,8,0,787710,4,5,0,2584,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9752,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1396690,0,0,0,1480503,3,5,0,6900,0,0,0,0,68,768,0,683270,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1468408,7,8,9,792871,4,5,0,2599,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9826,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1401986,0,0,0,1487377,4,5,0,6930,0,0,0,0,68,768,0,690648,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1475060,7,8,0,798390,4,5,0,2616,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9900,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1407370,0,0,0,1494220,3,5,0,6964,0,0,0,0,68,768,0,697666,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1482048,7,8,0,803774,4,5,0,2632,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,9974,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1412978,0,0,0,1500773,4,5,0,6992,0,0,0,0,68,768,0,704642,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1488532,7,8,0,809382,4,5,0,2650,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10048,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1418362,0,0,0,1507993,4,5,0,7026,0,0,0,0,68,768,0,711832,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1495520,7,8,0,814766,3,5,0,2666,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10122,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1423890,0,0,0,1514224,4,5,0,7054,0,0,0,0,68,768,0,718742,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1502004,7,8,0,820294,4,5,0,2683,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10196,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1429274,0,0,0,1521147,4,5,0,7087,0,0,0,0,68,768,0,726020,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1508908,7,8,0,825446,4,5,0,2698,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10270,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1434570,0,0,0,1528135,5,5,0,7119,0,0,0,0,68,768,0,733672,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1515728,7,8,0,830974,2,5,0,2715,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10344,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1440098,0,0,0,1534968,4,5,0,7153,0,0,0,0,68,768,0,740868,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1522716,7,8,0,836502,4,5,0,2732,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10418,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1445482,0,0,0,1541303,5,5,0,7181,0,0,0,0,68,768,0,747736,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1529200,7,8,0,841886,4,5,0,2748,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10492,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1451010,0,0,0,1548676,4,5,0,7214,0,0,0,0,68,768,0,755364,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1536104,7,8,0,847414,4,5,0,2765,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10566,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1456538,0,0,0,1554776,3,5,0,7242,0,0,0,0,68,768,0,762582,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1542588,7,8,0,852942,3,5,0,2782,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10640,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1462066,0,0,0,1562195,4,5,0,7280,0,0,0,0,68,768,0,770624,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1549912,7,8,0,858470,3,5,0,2799,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10714,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1467362,0,0,0,1569120,4,5,0,7311,0,0,0,0,68,768,0,778642,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1556648,7,8,0,863766,3,5,0,2815,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10788,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1472846,0,0,0,1575889,3,5,0,7346,0,0,0,0,68,768,0,786252,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1563720,7,8,0,869250,3,5,0,2832,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10862,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1478374,0,0,0,1582441,4,5,0,7374,0,0,0,0,68,768,0,793258,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1570204,7,8,0,874778,4,5,0,2849,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,10936,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1483902,0,0,0,1589695,4,5,0,7408,0,0,0,0,68,768,0,801098,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1577192,7,8,0,880306,4,5,0,2866,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11010,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1489690,0,0,0,1595973,3,5,0,7436,0,0,0,0,68,768,0,808202,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1583676,7,8,0,886094,3,5,0,2886,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11084,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1495074,0,0,0,1602839,3,5,0,7471,0,0,0,0,68,768,0,815602,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1590748,7,8,9,891255,2,5,0,2901,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11158,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1500370,0,0,0,1609710,4,5,0,7501,0,0,0,0,68,768,0,823274,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1597400,7,8,0,896774,4,5,0,2918,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11232,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1506178,0,0,0,1616540,3,5,0,7534,0,0,0,0,68,768,0,830610,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1604304,7,8,0,902582,3,5,0,2938,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11306,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1511606,0,0,0,1623038,3,5,0,7562,0,0,0,0,68,768,0,837642,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1610788,7,8,0,908010,4,5,0,2955,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11380,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1517134,0,0,0,1630001,4,5,0,7594,0,0,0,0,68,768,0,845168,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1617608,7,8,0,913538,4,5,0,2972,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11454,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1522518,0,0,0,1636439,3,5,0,7623,0,0,0,0,68,768,0,852366,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1624176,7,8,0,918922,2,5,0,2988,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11528,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1528046,0,0,12,1643644,4,5,0,7661,0,0,0,0,68,768,0,860260,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1631500,7,8,0,924450,4,5,0,3005,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11602,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1533974,0,0,0,1650198,4,5,0,7690,0,0,0,0,68,768,0,867676,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1638068,7,8,0,930378,3,5,0,3026,0,0,0,0,0
0,4,0,0,4,0,0,1,5,6,256,0,11676,0,2,0,0,0,0,0,0,0,0,0,0,0,512,0,1539358,0,0,0,1657116,3,5,0,7723,0,0,0,0,68,768,0,875036,13,47,0,408,0,0,0,27,0,0,0,0,0,257,0,1644972,7,8,0,935530,4,5,0,3041,0,0,0,0,0
