Epoch,Latitude_deg,Longitude_deg,Altitude_m,Clock_Bias_m,East_m,North_m,Up_m,ECEF_X_m,ECEF_Y_m,ECEF_Z_m
1,22.305635964600352,114.1803971432052,36.43647551070899,1390061.8829657529,39.413830134133384,-6.897231529207181,25.6465133972486,-2418243.5953299627,5385763.485417555,2405772.173261977
2,22.305642209815524,114.1803998498955,35.02586480602622,1390163.7289425668,39.692716971546474,-6.2056651888284335,24.23590167785354,-2418243.207675649,5385761.941174269,2405772.2776846737
3,22.30564315707139,114.18039894699065,34.83151607494801,1390266.6629520932,39.59968020587675,-6.100770830905334,24.04155362626796,-2418243.0328451158,5385761.778933346,2405772.300965546
4,22.305648221127452,114.18040222690729,33.65517014916986,1390368.7557638846,39.93763392344548,-5.540000550395576,22.865206110045044,-2418242.8081850884,5385760.453502859,2405772.373293944
5,22.305646276447074,114.18039646941651,33.88022637087852,1390471.9671511087,39.344384296911315,-5.755346461805083,23.09026582469592,-2418242.3857515687,5385760.961014272,2405772.2594829453
6,22.305640952962683,114.18038938524195,34.991298460401595,1390575.867853516,38.61443945900335,-6.344845507408909,24.201341810661365,-2418242.2325439253,5385762.40186431,2405772.135801809
7,22.305643825461065,114.18039323233869,34.04691496491432,1390678.1142710287,39.01083764467074,-6.02675742426341,23.25695621458262,-2418242.1868322724,5385761.332298763,2405772.071648162
8,22.305641947739083,114.18039783204269,34.68812165502459,1390781.749544783,39.484795450663036,-6.234686428917799,23.898159788082637,-2418242.894519355,5385761.751334248,2405772.1226457185
9,22.30563185067564,114.18039191789094,36.62336664274335,1390886.2582852964,38.87541601341974,-7.352788784117262,25.833407320402692,-2418243.2458021357,5385764.021428785,2405771.8227284183
10,22.30567643286028,114.18033647563466,24.386406580917537,1390978.059489599,33.1625712866101,-2.4159864883153515,13.59648330563474,-2418232.6294434704,5385754.324114533,2405771.745617402
11,22.305751086628256,114.18010407795934,-17.048360505141318,1391043.2684192255,9.216301419251163,5.8507162287905246,-27.83820650364814,-2418193.7970853373,5385726.299408775,2405763.667278281
12,22.305745279794564,114.18017385324971,-7.612964455038309,1391155.1884131895,16.405906357261852,5.207715253785793,-18.402824326339033,-2418204.031444832,5385731.540613853,2405766.653573863
13,22.30571790273049,114.18025233843225,7.139794457703829,1391271.1769797674,24.493019109388964,2.176151236662097,-3.6500895653561103,-2418217.4709419273,5385741.729076678,2405769.448229314
14,22.30567572564982,114.18030651435343,22.136523975990713,1391386.4436521041,30.07535703491307,-2.4943047213624796,11.346615966609761,-2418228.9726693993,5385753.716881488,2405770.81922653
15,22.3056892475398,114.18031169557717,19.990529493428767,1391487.948251314,30.609215758273304,-0.9969594662399084,9.200619358362784,-2418228.4136685496,5385751.16853633,2405771.3900193064
16,22.305669973681173,114.18038155801949,31.526621607132256,1391601.5014625378,37.8078943025523,-3.131235619079394,20.736672186992642,-2418239.684205817,5385758.695341983,2405773.7939345934
17,22.30563842773689,114.18042478150146,42.49609297700226,1391714.2081596523,42.26171966336896,-6.6244748166586565,31.70611292769277,-2418248.4472653954,5385767.338770026,2405774.725518773
18,22.30566997085404,114.18036111665455,28.629193967208266,1391804.8090131285,35.70160191270714,-3.1315522279770143,17.83925667826786,-2418236.6647724356,5385757.112779908,2405772.6939329137
19,22.305671622921295,114.18034567587037,26.945070103742182,1391905.6057782006,34.110576386926326,-2.9486134807809767,16.15514160565215,-2418234.5466944026,5385756.279736083,2405772.2239799174
20,22.3056702871036,114.18030892392854,23.166164654307067,1392004.153916417,30.32364510131693,-3.0965411064534045,12.376255203373221,-2418229.682986835,5385754.692720225,2405770.6528519946
21,22.30565868956844,114.1800688362159,-0.08203400485217571,1392079.2987645555,5.5850439925473125,-4.380804631600872,-10.871874606165434,-2418198.5045395624,5385745.649018334,2405760.6409021826
22,22.305256168718092,114.18093624749689,181.70825012028217,1392341.6918807207,94.9655567866183,-48.95482972729579,170.91751799270583,-2418355.862755682,5385877.902268086,2405788.400095109
23,22.305301582589195,114.18074869716104,151.18852485530078,1392415.0102876571,75.63949114841714,-43.925701936370885,140.3980878742375,-2418325.8849594565,5385858.318588777,2405781.469309268
24,22.305651770251476,114.1799981077124,-6.502397959120572,1392378.8617630363,-1.7027767300811902,-5.147006875367263,-17.29223691859069,-2418189.5422195373,5385743.480653776,2405757.495196555
25,22.305665903486315,114.18027129720393,19.96083723474294,1392512.6052467558,26.446583823618028,-3.5819654633380607,9.170944775324877,-2418225.0068853023,5385753.74357778,2405768.9871812672
26,22.305583299016213,114.18059280690923,72.2119312575087,1392664.999413857,59.57537518564416,-12.729165536356442,61.42180374647327,-2418276.451845415,5385787.4407974165,2405780.3561661514
27,22.305693816159618,114.18033977712959,21.190781189128757,1392721.2079746993,33.5027356694687,-0.4910485328283194,10.400856577962754,-2418231.429504321,5385750.82116646,2405772.313621768
28,22.305661748663614,114.18032688498852,25.939512411132455,1392826.8551517136,32.17436442060559,-4.042041810273682,15.149593366760328,-2418232.569291901,5385756.602732102,2405770.830716673
29,22.305661148459095,114.18033109936542,26.298291471786797,1392929.8011934524,32.60861500912476,-4.108504709746942,15.508370180447788,-2418233.1117355474,5385756.7506812895,2405770.905400145
30,22.305666770694256,114.18033588307897,25.79804429691285,1393032.2351085984,33.101524078808005,-3.4859258612032034,15.00812084105871,-2418233.275037244,5385755.911006259,2405771.2915239255
31,22.30566316779455,114.18033849926879,26.668297512456775,1393135.9045054794,33.37110118490452,-3.8848924510545273,15.878372420475104,-2418233.9127738527,5385756.673219972,2405771.252713614
32,22.305664769877612,114.18033979404649,26.68641415424645,1393238.7752498044,33.50451456622341,-3.7074856896495385,15.896488468791096,-2418234.0137666143,5385756.572436457,2405771.423721291
33,22.305664430166026,114.18034190583236,27.033566548489034,1393341.6936958053,33.722114528929,-3.7451033483006144,16.24363969557783,-2418234.3496779087,5385756.789327193,2405771.5206791013
34,22.305665160520743,114.18034294367352,27.032791381701827,1393444.0327479055,33.829053326628056,-3.664227364722428,16.24286400965053,-2418234.4343669056,5385756.716866734,2405771.5952088847
35,22.305665126151343,114.18034386095295,27.23901396431029,1393546.6524052552,33.92357074642492,-3.6680331701619493,16.449086087447366,-2418234.5993321966,5385756.853521168,2405771.669959073
36,22.305665878748943,114.1803440297496,27.351603315211833,1393649.3116301051,33.940963943337366,-3.5846943786723693,16.56167539292109,-2418234.6449093935,5385756.912566356,2405771.7897948525
37,22.30566566515173,114.1803482432459,27.73727372288704,1393752.260683213,34.375124035471124,-3.608346310026109,16.94734346423446,-2418235.190805461,5385757.068425636,2405771.91429236
38,22.30568902518757,114.18033064296003,20.95144492946565,1393848.6666284173,32.56155333439651,-1.0215777792423415,10.161525126792984,-2418230.5626812326,5385751.188378087,2405771.731953162
39,22.30567741259725,114.18033959160424,24.18808000534773,1393953.8469056876,33.48363882885216,-2.3074947062335203,13.39815509343425,-2418232.8303174204,5385753.9876496205,2405771.7707158476
40,22.305686104142165,114.18032830735238,21.582262482494116,1394053.5551731298,32.32089685724153,-1.3450397536933276,10.792343843196825,-2418230.6324780267,5385751.931361262,2405771.672121299
41,22.305682959823013,114.18030362135406,19.770197913981974,1394153.0996967668,29.777250546401362,-1.693229891377537,8.980291568298327,-2418227.6794486525,5385751.564438701,2405770.6622244115
42,22.305674675195046,114.18031154604616,22.53875833377242,1394257.506893015,30.59382351877115,-2.6106257814736535,11.748847812799553,-2418229.6161587816,5385753.88427477,2405770.864275907
43,22.305667753007167,114.18035982606914,29.301753385923803,1394366.3177236738,35.568624491119095,-3.3771459871774923,18.511816714076353,-2418236.8365131672,5385757.819925205,2405772.721985383
44,22.305669523537805,114.18038667528516,31.616588008590043,1394470.815015151,38.33517750437815,-3.1810809862194125,20.826635418123374,-2418240.2070680056,5385758.572552058,2405773.7819644366
45,22.305673357445627,114.18034950647355,27.04245429020375,1394567.3334885167,34.50528116291075,-2.7565402896404607,16.25252375661468,-2418234.913811815,5385756.1337487325,2405772.4386418685
46,22.305589539979128,114.18061886841038,74.26894011162221,1394712.9290831527,62.26078571616451,-12.038061652425208,63.478788314123705,-2418279.57370834,5385787.83764245,2405781.776280831
47,22.30559866856154,114.18057231599485,67.026675847359,1394807.4100838087,57.46392569024847,-11.027207419779112,56.23657088651664,-2418272.2960839784,5385783.340020573,2405779.9627244473
48,22.305641650370507,114.18044225364648,43.68715979810804,1394887.01729553,44.062058435791165,-6.2676121430277085,32.89716793463566,-2418250.4855245203,5385767.483030294,2405775.507740869
49,22.30566874118045,114.18035691547487,28.706531938165426,1394974.3545452477,35.268713714549264,-3.267721062370574,17.916596987987923,-2418236.320342478,5385757.402516407,2405772.5973076974
50,22.305668594956373,114.18035690945209,28.902506483718753,1395075.537702093,35.268094247487205,-3.2839132774232933,18.11257152936632,-2418236.3965601986,5385757.573779215,2405772.656708893
51,22.305677849554115,114.180344672061,27.476044059731066,1395175.2595506387,34.00714536815815,-2.2591083907467304,16.68611639654419,-2418234.5463598687,5385756.531505161,2405773.0634212154
52,22.305701583007725,114.1802980354874,22.564846409484744,1395271.7973038293,29.20169344100397,0.3690031770310993,11.77494293808241,-2418227.8928314927,5385753.444832406,2405773.6308494746
53,22.305652946923566,114.1803522800889,34.2623335449025,1395382.529446134,34.79111842018723,-5.016702324223629,23.472400074104808,-2418238.2619538847,5385762.892821564,2405773.0878941575
54,22.305658698031618,114.18035060487193,31.278352367691696,1395481.9210574182,34.618486533408145,-4.379851595132757,20.488420307931836,-2418236.874666496,5385760.224544743,2405772.544526537
55,22.30564488235166,114.18037377302869,35.30335461907089,1395586.9942232084,37.005758148194175,-5.909728698685503,24.513407920304797,-2418240.8156170673,5385763.173513615,2405772.656803808
56,22.30567245339629,114.18031625260714,26.263440823182464,1395680.727816884,31.078805020567316,-2.8566569693242396,15.473527852528665,-2418231.5083245304,5385756.91444246,2405772.05035025
57,22.305669744770064,114.180325961292,27.942456766031682,1395784.0586544336,32.07919514588669,-3.156595170398012,17.152538703982653,-2418233.1038427376,5385758.025616247,2405772.410121333
58,22.305661102072303,114.18032089695673,27.230848925188184,1395884.706015467,31.557365263883,-4.113644118079,16.440932915926087,-2418232.5069174957,5385757.970140934,2405771.2545977905
59,22.305654447953223,114.1803319553332,29.877940549515188,1395988.462677762,32.69683367783722,-4.850486969423338,19.08801828383975,-2418234.664091579,5385759.992679931,2405771.5775878485
60,22.30565021688765,114.18034905470924,33.2190670799464,1396092.966224937,34.45877047920376,-5.3190127665416345,22.42913516705795,-2418237.610413384,5385762.253111416,2405772.412235719
61,22.30566590039034,114.18042982071604,48.347071970812976,1396207.930044267,42.78099169358892,-3.5822879740328624,37.557090909604064,-2418250.665282144,5385771.010949881,2405779.7607927863
62,22.30567866979905,114.18048599120273,58.60503640398383,1396318.5634426908,48.56888205849276,-2.168250636702048,47.81501455690491,-2418259.6128183836,5385776.8082842855,2405784.96239668
63,22.30554936281042,114.1806560785515,87.98528283461928,1396447.8384586964,66.0951037526574,-16.487128990798986,77.19508247396409,-2418288.96114553,5385799.384121912,2405782.866122797
64,22.30565895475091,114.18032027366533,28.77784896083176,1396494.4169010124,31.493149537914476,-4.351428719569332,17.987933109661448,-2418233.0715463413,5385759.384444876,2405771.621767238
65,22.30558451862965,114.18052976077618,67.04898610059172,1396631.2810562607,53.07901916402935,-12.594124089930098,56.2589162029183,-2418268.547964006,5385785.697500419,2405778.52153818
66,22.30559867210783,114.18047185997933,57.48756564036012,1396723.969267163,47.11281471835303,-11.026832936215957,46.69754549664076,-2418259.238229034,5385779.528816803,2405776.3425512523
67,22.305615462445193,114.18040593476721,46.09191278740764,1396815.1909261213,40.319779605436636,-9.167550453051042,35.301942140706025,-2418248.4337211275,5385772.049612962,2405773.7375268694
68,22.305609518463463,114.18035744765024,41.662941981107,1396912.463582133,35.32363559955131,-9.825763891422291,30.872999959847586,-2418242.2998831063,5385770.585934617,2405771.44756933
69,22.305640202993963,114.18031645945926,30.978003666736186,1397004.0221393486,31.10014914193539,-6.427906089834207,20.18808797931647,-2418233.869605221,5385762.121326569,2405770.5357333273
70,22.305654123541704,114.18029557779695,25.433078991249204,1397100.3976344701,28.948476469248636,-4.886414664601387,14.643174803221186,-2418229.565793955,5385757.789016307,2405769.8573163305
71,22.30563921186644,114.1803030747916,28.387742747552693,1397204.391522334,29.720982307578833,-6.537658584423999,17.597833521538625,-2418231.646915233,5385760.53806626,2405769.4510670486
72,22.305611637114378,114.18034889284067,37.835314338095486,1397314.2853157902,34.44212592651084,-9.591150962081997,27.045377494142688,-2418240.008743957,5385767.635256907,2405770.2118595247
73,22.305591857909274,114.18041438493955,47.74820641241968,1397424.583610807,41.19050444909214,-11.781404818874307,36.95822588817188,-2418250.262070393,5385773.995904914,2405771.9479015316
74,22.305627757262265,114.1802866189944,24.771932994946837,1397504.4845964662,28.02536549350339,-7.806081907172563,13.982030006578704,-2418228.9270352493,5385758.6200489765,2405766.90518572
75,22.305616778089465,114.18029458561779,25.975798044353724,1397606.8859511376,28.84625263690818,-9.021859194724318,15.185889785427767,-2418230.3211193937,5385759.720827697,2405766.237305424
76,22.305581783225982,114.18038778159628,41.203269347548485,1397722.280835677,38.44925347219462,-12.89702113203413,30.413303760633077,-2418245.4545369567,5385769.981098662,2405768.4316513487
77,22.305594106817942,114.18033579859659,31.19983313512057,1397813.8923976743,33.0928641614931,-11.532360605025687,20.40990019936277,-2418236.565105192,5385763.259716392,2405765.8974234816
78,22.305595052998758,114.1803251487776,28.213628141209483,1397912.0049589577,31.995492163043444,-11.427582224469752,17.423700993077173,-2418234.4160890114,5385761.152573264,2405764.8609550507
79,22.305593600124325,114.18032195280225,26.125510467216372,1398010.7990355045,31.666169145418248,-11.58846300655567,15.335584669328423,-2418233.349369111,5385759.580799578,2405763.9195719245
80,22.305603313235697,114.18031120448603,25.268797541037202,1398110.5009466873,30.558657847760482,-10.512883624749183,14.478879016901688,-2418231.847159946,5385758.938964868,2405764.589506761
81,22.305601105638885,114.18031904780594,25.526760534383357,1398211.187478407,31.366834090398388,-10.757340378610388,14.736837678738663,-2418232.720188387,5385758.910291728,2405764.461249962
82,22.305582574838077,114.18034786196951,26.243436543270946,1398312.3954246985,34.33584964839987,-12.809341278615143,15.453494591862711,-2418236.019306089,5385759.009527871,2405762.834802057
83,22.305603219555724,114.18033151300907,26.10583737678826,1398412.689555407,32.65124925709785,-10.52325440027696,15.315908471460752,-2418234.074962488,5385758.791873163,2405764.8976050103
84,22.305591090235232,114.18036222544654,26.795619619078934,1398513.8993317198,35.815861497264784,-11.866387514280134,16.005671366798676,-2418237.4321202245,5385758.542849508,2405763.91677414
85,22.30558593587691,114.18037167992742,27.15373245999217,1398614.5419746188,36.7900534914502,-12.437153229078643,16.36377757150439,-2418238.5452796547,5385758.643683808,2405763.524636252
86,22.30558720497733,114.18037237043406,27.848247894085944,1398715.2989413498,36.861206898647445,-12.296620707068843,17.058292869725072,-2418238.8515324183,5385759.152051008,2405763.9182550153
87,22.305574888645427,114.18037606296801,29.639434484764934,1398816.9462189712,37.241698947592624,-13.660471503513058,18.849474460699035,-2418240.089449103,5385760.980187548,2405763.3362981793
88,22.305565134035714,114.18037366894835,33.04744518361986,1398919.7673271445,36.995041636859575,-14.74065609579392,22.257484176642098,-2418241.3238454894,5385764.331591986,2405763.6304455264
89,22.305565251516164,114.18039170828017,32.863863854669034,1399019.6410963265,38.85381324760433,-14.72764194044157,22.073891831062557,-2418242.947937674,5385763.410772016,2405763.572803719
90,22.3055998184374,114.18042972678711,23.32539245299995,1399111.7953586665,42.77116565060794,-10.899847501166285,12.535403104959647,-2418242.311848988,5385752.430353731,2405763.493855896
91,22.305506498253774,114.18034969156541,50.74380608741194,1399233.9035189073,34.52452223903636,-21.23375404236598,39.953840516766064,-2418246.785651416,5385782.527477791,2405764.3398329844
92,22.305474941164658,114.18032051347164,61.401512988843024,1399342.1146282442,31.518061567870014,-24.72828580754035,50.611550318943365,-2418248.6250367067,5385793.964021762,2405765.1519044084
93,22.30545537659966,114.1803082614912,68.21316374000162,1399447.1559246355,30.25564758704536,-26.894808866065127,57.42319836668252,-2418250.3915087082,5385800.980298783,2405765.73284656
94,22.3056080989253,114.18044326107503,27.37415924947709,1399513.0745490596,44.16576163393019,-9.982911582329724,16.584161910852302,-2418244.975833243,5385754.958786692,2405765.8788783182
95,22.305417179816953,114.18031208079589,75.96218610182405,1399652.1200336532,30.649236772446695,-31.124590057115288,65.17219951040941,-2418254.344669737,5385808.823793609,2405764.7606907636
96,22.30544581840122,114.18031068864887,73.89748946391046,1399749.6734044359,30.50577273825733,-27.953266337083033,63.10751832492845,-2418252.9383425633,5385806.041902057,2405766.911064624
97,22.30546239317223,114.1803383810816,68.7397627895698,1399845.1011996912,33.35919081314733,-26.117820256978067,57.949785193015494,-2418253.3015148216,5385799.884481234,2405766.651559714
98,22.305624399743134,114.1804813385983,25.390966542065144,1399909.3890970764,48.089244441616096,-8.17782799944503,14.600943426037333,-2418247.522904289,5385751.052866121,2405766.796164111
99,22.305631783966685,114.18048042367079,26.646952537819743,1400010.0168161814,47.99497738508955,-7.360138764698018,15.856931132302865,-2418247.785748799,5385751.86840917,2405768.0293751145
100,22.30564115750093,114.18048918914884,26.292975931428373,1400109.357734018,48.898164940248286,-6.322158361922638,15.502948787368076,-2418248.3141806866,5385750.840299591,2405768.855332142
101,22.305584444003287,114.18044639791164,42.46836222149432,1400222.1001335173,44.489093621486155,-12.602365999856286,31.67835797472783,-2418251.3980499674,5385768.472833165,2405769.184407035
102,22.305650028425354,114.18051325293239,24.34189467690885,1400306.8304510992,51.37767428851932,-5.339827984928422,13.551848954435629,-2418249.6840487677,5385747.837822169,2405769.0236203014
103,22.30565823849351,114.18050955692425,25.577309016138315,1400407.4096965417,50.99684525140779,-4.430689476296831,14.787267048930334,-2418249.663461276,5385748.721717532,2405770.333630452
104,22.305663909512553,114.18051033163181,25.569199427962303,1400507.3191925923,51.07666884482365,-3.8027096712925204,14.779157229763118,-2418249.6355793965,5385748.464740103,2405770.9115417018
105,22.305673058607614,114.18051060137334,26.00376046076417,1400606.7541374783,51.104463112468295,-2.7895859494341906,15.213718566238287,-2418249.668109191,5385748.4693334615,2405772.0137923383
106,22.305465268209954,114.18034650129376,82.21849864628166,1400752.3063504663,34.1959743002443,-25.79950417205516,71.42851792246863,-2418259.1232267553,5385810.807567605,2405772.061885214
107,22.3056908438956,114.1805118931509,25.741286237724125,1400805.716497429,51.23755902990032,-0.8201338453362439,14.951243836823554,-2418249.383881161,5385747.511369599,2405773.7362524285
108,22.305501827199837,114.1803631331916,77.0816790284589,1400947.254911446,35.90970123548264,-21.751091775709167,66.2917040613189,-2418258.1105900574,5385804.368391014,2405773.857694594
109,22.305705547556684,114.1805177522311,26.27580909244716,1401005.5707006268,51.841276339727884,0.8080762226434182,15.485761817507392,-2418249.8840590683,5385747.151453236,2405775.4455020768
110,22.305714827169453,114.18051860515267,26.327145809307694,1401105.6769806934,51.9291581852145,1.8356533327881754,15.537097604642002,-2418249.8239323357,5385746.8029875355,2405776.415672026
111,22.305525753998086,114.1803171846953,76.28855582978576,1401246.137246749,31.17512415916647,-19.101547322534607,65.49861428065446,-2418253.078954242,5385804.720929954,2405776.0079630935
112,22.30573372113,114.1805226049458,26.340540813282132,1401305.8495657304,52.34128906854755,3.9278751887753707,15.550488291939377,-2418249.8797117816,5385745.921051312,2405778.356419465
113,22.30574315779602,114.18052283720446,25.92151245754212,1401405.5027941365,52.365213990004534,4.972843030012287,15.131459005821016,-2418249.580288701,5385745.195772958,2405779.1641526273
114,22.3056535502206,114.1804233165209,50.470372625626624,1401525.369385228,42.110816011506074,-4.949890767506048,39.6803951033876,-2418251.0711562852,5385773.551055687,2405779.301421235
115,22.305760424895933,114.18052455569085,25.78752316068858,1401605.5236441235,52.54227884457752,6.8849136144677185,14.997466467322319,-2418249.393781672,5385744.348106424,2405780.8822901244
116,22.305767002708414,114.1805250806448,22.49340910743922,1401703.7334648368,52.59634034902819,7.613303066086025,11.703351136888319,-2418248.0815398395,5385741.293525332,2405780.305900178
117,22.30577667501049,114.1805293242513,25.364953910000622,1401805.8617933197,53.03362042553163,8.684369056812061,14.574890944451655,-2418249.40212543,5385743.167139263,2405782.3867081036
118,22.30577996865138,114.18052605934871,26.520035517401993,1401907.0980954198,52.6972140763696,9.049090438214451,15.729974827952848,-2418249.4762577545,5385744.153540004,2405783.162548082
119,22.3057707121529,114.18050813062254,27.664304414764047,1402009.3261547617,50.8498553065032,8.024068444373992,16.87426009412113,-2418248.3839679705,5385746.2309157,2405782.6485378407
120,22.30580350210872,114.18053206990662,18.827938448637724,1402103.411267054,53.31646718535286,11.655053109319006,8.037868363924535,-2418246.7210824196,5385736.505442726,2405782.653986762
121,22.305810945855917,114.18052756156989,18.440846022218466,1402203.51369716,52.85192398183384,12.479332254470819,7.65077823357872,-2418246.022460738,5385736.08361291,2405783.2696673754
122,22.30579847953135,114.18050224202744,24.021388202905655,1402307.8674577775,50.24305724937239,11.098878110283525,13.23134405393025,-2418245.9718829463,5385742.340195248,2405784.1106034475
123,22.30581181216135,114.18050682454796,21.10696028266102,1402405.4724884366,50.71521073735655,12.575260535788619,10.316909644107763,-2418245.068646379,5385739.175821524,2405784.370342838
124,22.305806827014894,114.18049718978604,25.857537033967674,1402508.0750311152,49.72248724630793,12.023237183793922,15.06749527914453,-2418246.049099455,5385743.783077987,2405785.6627024002
125,22.305808876274572,114.18049679040796,19.740540598519146,1402604.187641562,49.681287097472925,12.250149752665582,8.95049872984563,-2418243.6581711713,5385738.5586394565,2405783.550940687
126,22.3058018016945,114.18048965931789,26.861214590258896,1402708.3429292997,48.94655946253546,11.466758318382073,16.07117986401186,-2418245.8081132937,5385745.140691334,2405785.528810399
127,22.305795924800886,114.18048081905184,25.59607423748821,1402807.6958114868,48.035653346870056,10.815976148311284,14.806047576259765,-2418244.5988728907,5385744.671362866,2405784.446546325
128,22.30578706394334,114.18048100347781,25.22961473930627,1402907.7558370878,48.054656817839344,9.834769740774158,14.439589531729496,-2418244.629881004,5385744.69402882,2405783.399673173
129,22.305785388986674,114.18046840169563,24.008772539906204,1403006.6794771347,46.756164430202006,9.64928783072424,13.218757263038011,-2418243.011509879,5385744.2597376155,2405782.764705851
130,22.3057810884857,114.18046124087599,24.661428834311664,1403107.048214104,46.01832188742582,9.173071282469383,13.871419627723938,-2418242.659767912,5385745.277697589,2405782.5718404544
131,22.305776504891725,114.18044896458747,24.064747804775834,1403206.4722014305,44.75337399353926,8.665503174671624,13.274748308061973,-2418241.3586001154,5385745.467979995,2405781.875787156
132,22.305766649306126,114.18045037711376,25.763096436858177,1403307.8520129134,44.8989353793675,7.574148909573857,14.97309731479739,-2418242.304655261,5385747.219643237,2405781.510702037
133,22.30575955030292,114.18044445304676,26.58707529027015,1403408.2220836922,44.288529041320274,6.788040834310007,15.797081323943837,-2418242.1822690316,5385748.437299477,2405781.0961585008
134,22.305753372139236,114.18043941381504,27.14749585930258,1403508.405883987,43.76929361554583,6.103901654551184,16.357506171154018,-2418242.0273250416,5385749.359861179,2405780.675920331
135,22.30574813958856,114.1804304998981,26.73090510442853,1403607.965378046,42.850804486769306,5.524472782916673,15.940922180239616,-2418241.121635572,5385749.585107765,2405779.9817352844
136,22.305719480778592,114.18043342970698,28.454238180071115,1403709.6427862132,43.1527117621787,2.3509441488905463,17.664255191554123,-2418242.5434918725,5385752.014765714,2405777.6997634238
137,22.30571375489154,114.18043311991971,29.976139064878225,1403810.7103026127,43.12080338333581,1.7168888409375693,19.18615649566765,-2418243.1896883044,5385753.531860791,2405777.690788081
138,22.305704025803433,114.18042881238554,30.267528739757836,1403910.88356726,42.67696064724308,0.6395376181722909,19.477549353423093,-2418243.0627019014,5385754.332627022,2405776.8046505484
139,22.305676285460184,114.18047827359607,39.30751951877028,1404018.8635447668,47.773513661468726,-2.432276522995986,28.517503577721993,-2418251.615392988,5385760.938386198,2405777.393792298
140,22.3056516797101,114.18051922823327,47.51029011234641,1404126.1633230667,51.99355624598841,-5.156990010369729,36.72023955505185,-2418258.9972460936,5385767.076373099,2405777.9862971897
141,22.305599601653952,114.18060683013795,62.71372153330594,1404239.926235586,61.020239455187934,-10.92385991112744,51.9235837356773,-2418273.8898829655,5385778.207391317,2405778.421352274
142,22.30556834008383,114.18063213065662,66.17320450395346,1404343.264972782,63.62726504734258,-14.385623339205555,55.383034339738806,-2418278.117334201,5385781.257945878,2405776.5316539193
143,22.305544598393844,114.18062993668326,71.61596363224089,1404447.863312319,63.40126165628724,-17.01468852227161,60.82578921114969,-2418280.3824454728,5385786.854512152,2405776.165104156
144,22.305537501166658,114.18062212372934,72.47183907590806,1404548.720963565,62.59622145432656,-17.800610381220462,61.68167044691978,-2418280.094560623,5385788.178748156,2405775.762839436
145,22.305535310041616,114.1806227334177,72.45109818782657,1404648.727454124,62.659044918475175,-18.04324579840662,61.660928256541816,-2418280.1817330527,5385788.21952092,2405775.5304872873
146,22.305583805958722,114.18047595663984,52.871411602944136,1404730.7782308515,47.534906778908095,-12.673031736764251,42.08138525599522,-2418258.1298972648,5385776.029878327,2405773.067479071
147,22.30560427896873,114.18046446185232,55.87924694735557,1404833.0581011572,46.350495438052214,-10.405954475939659,45.089233435694894,-2418257.8367908117,5385778.268672987,2405776.3065387
148,22.305610795139636,114.18045498929185,48.610084923915565,1404926.3140319753,45.3743857871211,-9.684375500661531,37.82007956999057,-2418254.079460242,5385772.2834797725,2405774.215129279
149,22.30563216090846,114.18044630245623,42.46995003800839,1405020.6476074,44.47924278431742,-7.318426863372326,31.67995415558614,-2418250.5682018944,5385766.648663138,2405774.0735652726
150,22.30564368129522,114.18043635721662,41.69789010565728,1405119.3997886789,43.45447544442018,-6.042717139558212,30.907902627200592,-2418249.1424438637,5385765.975089515,2405774.9607854113
151,22.30565576751751,114.1804290259812,41.03060348611325,1405218.1771055488,42.69905620137404,-4.704349123132823,30.240622240970445,-2418247.992364532,5385765.257921175,2405775.945740942
152,22.305650520847554,114.1804098338805,37.653643326833844,1405314.7325134105,40.72148090742023,-5.28534232567429,26.86367455000902,-2418244.9989086706,5385763.41896867,2405774.1265079873
153,22.305637506329727,114.18040338405474,38.00569027662277,1405414.6943754877,40.05689670233327,-6.726508061418323,27.215724342592782,-2418244.750094568,5385764.487316107,2405772.9268016918
154,22.30563828804406,114.18041197143098,35.871102314442396,1405512.766275026,40.94172626413499,-6.63994032178958,25.08113085607349,-2418244.73491892,5385762.293314399,2405772.196710681
